date,time,symbol,orig,bid,ask,bid_size,ask_size
2020-11-17,08:06:31.929,EUR/USD,Provider3,1.183,1.18324,500000,500000
2020-11-17,08:06:31.937,EUR/USD,Provider2,1.18299,1.18324,1000000,1000000
2020-11-17,08:06:31.939,EUR/USD,Provider3,1.18298,1.18324,500000,500000
2020-11-17,08:06:31.945,EUR/USD,Provider4,1.183,1.18325,1000000,1000000
2020-11-17,08:06:31.946,EUR/USD,Provider1,1.183,1.18321,1000000,1000000
2020-11-17,08:06:31.957,EUR/USD,Provider3,1.18298,1.18323,500000,500000
2020-11-17,08:06:31.970,EUR/USD,Provider3,1.18298,1.18324,500000,500000
2020-11-17,08:06:31.987,EUR/USD,Provider3,1.18299,1.18324,500000,500000
2020-11-17,08:06:31.988,EUR/USD,Provider4,1.18299,1.18324,1000000,1000000
2020-11-17,08:06:31.991,EUR/USD,Provider1,1.183,1.18322,1000000,1000000
2020-11-17,08:06:32.159,EUR/USD,Provider1,1.183,1.18323,1000000,1000000
2020-11-17,08:06:32.163,EUR/USD,Provider1,1.183,1.18325,1000000,1000000
2020-11-17,08:06:32.169,EUR/USD,Provider1,1.183,1.18326,1000000,1000000
2020-11-17,08:06:32.179,EUR/USD,Provider1,1.183,1.18325,1000000,1000000
2020-11-17,08:06:32.261,EUR/USD,Provider4,1.183,1.18325,1000000,1000000
2020-11-17,08:06:32.263,EUR/USD,Provider4,1.18301,1.18326,1000000,1000000
2020-11-17,08:06:32.268,EUR/USD,Provider2,1.183,1.18325,1000000,1000000
2020-11-17,08:06:32.280,EUR/USD,Provider3,1.183,1.18324,500000,500000
2020-11-17,08:06:32.281,EUR/USD,Provider3,1.183,1.18326,500000,500000
2020-11-17,08:06:32.284,EUR/USD,Provider1,1.183,1.18326,1000000,1000000
2020-11-17,08:06:32.285,EUR/USD,Provider1,1.183,1.18325,1000000,1000000
2020-11-17,08:06:32.291,EUR/USD,Provider4,1.18299,1.18324,1000000,1000000
2020-11-17,08:06:32.303,EUR/USD,Provider1,1.18302,1.18325,1000000,1000000
2020-11-17,08:06:32.308,EUR/USD,Provider3,1.18301,1.18325,500000,500000
2020-11-17,08:06:32.317,EUR/USD,Provider4,1.18302,1.18327,1000000,1000000
2020-11-17,08:06:32.320,EUR/USD,Provider4,1.183,1.18325,1000000,1000000
2020-11-17,08:06:32.331,EUR/USD,Provider1,1.18302,1.18324,1000000,1000000
2020-11-17,08:06:32.331,EUR/USD,Provider1,1.18302,1.18323,1000000,1000000
2020-11-17,08:06:32.334,EUR/USD,Provider3,1.18299,1.18325,500000,500000
2020-11-17,08:06:32.355,EUR/USD,Provider3,1.183,1.18325,500000,500000
2020-11-17,08:06:32.394,EUR/USD,Provider2,1.18301,1.18325,1000000,1000000
2020-11-17,08:06:32.396,EUR/USD,Provider4,1.18299,1.18324,1000000,1000000
2020-11-17,08:06:32.941,EUR/USD,Provider4,1.183,1.18325,1000000,1000000
2020-11-17,08:06:34.251,EUR/USD,Provider4,1.18299,1.18324,1000000,1000000
2020-11-17,08:06:34.356,EUR/USD,Provider3,1.183,1.18326,500000,500000
2020-11-17,08:06:34.375,EUR/USD,Provider3,1.183,1.18325,500000,500000
2020-11-17,08:06:34.426,EUR/USD,Provider4,1.183,1.18325,1000000,1000000
2020-11-17,08:06:34.476,EUR/USD,Provider3,1.183,1.18326,500000,500000
2020-11-17,08:06:34.573,EUR/USD,Provider1,1.18301,1.18323,1000000,1000000
2020-11-17,08:06:34.588,EUR/USD,Provider2,1.183,1.18325,1000000,1000000
2020-11-17,08:06:34.588,EUR/USD,Provider3,1.183,1.18325,500000,500000
2020-11-17,08:06:34.599,EUR/USD,Provider4,1.18299,1.18324,1000000,1000000
2020-11-17,08:06:34.622,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:34.627,EUR/USD,Provider3,1.183,1.18324,500000,500000
2020-11-17,08:06:34.646,EUR/USD,Provider4,1.18299,1.18324,1000000,1000000
2020-11-17,08:06:34.673,EUR/USD,Provider3,1.18299,1.18325,500000,500000
2020-11-17,08:06:34.685,EUR/USD,Provider1,1.183,1.18323,1000000,1000000
2020-11-17,08:06:34.693,EUR/USD,Provider3,1.183,1.18323,500000,500000
2020-11-17,08:06:34.696,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:34.710,EUR/USD,Provider1,1.18301,1.18323,1000000,1000000
2020-11-17,08:06:34.830,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:34.833,EUR/USD,Provider3,1.18299,1.18324,500000,500000
2020-11-17,08:06:35.070,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:35.616,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:35.766,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:35.905,EUR/USD,Provider4,1.18297,1.18322,1000000,1000000
2020-11-17,08:06:35.910,EUR/USD,Provider3,1.18298,1.18323,500000,500000
2020-11-17,08:06:35.913,EUR/USD,Provider4,1.18299,1.18324,1000000,1000000
2020-11-17,08:06:35.975,EUR/USD,Provider1,1.18302,1.18323,1000000,1000000
2020-11-17,08:06:35.977,EUR/USD,Provider3,1.18299,1.18324,500000,500000
2020-11-17,08:06:35.995,EUR/USD,Provider3,1.18298,1.18323,500000,500000
2020-11-17,08:06:36.413,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:36.563,EUR/USD,Provider4,1.18299,1.18324,1000000,1000000
2020-11-17,08:06:36.576,EUR/USD,Provider3,1.18298,1.18324,500000,500000
2020-11-17,08:06:36.609,EUR/USD,Provider3,1.18299,1.18324,500000,500000
2020-11-17,08:06:36.732,EUR/USD,Provider1,1.18301,1.18323,1000000,1000000
2020-11-17,08:06:36.736,EUR/USD,Provider3,1.18299,1.18324,500000,500000
2020-11-17,08:06:36.741,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:36.795,EUR/USD,Provider3,1.18298,1.18323,500000,500000
2020-11-17,08:06:37.109,EUR/USD,Provider4,1.18297,1.18322,1000000,1000000
2020-11-17,08:06:38.816,EUR/USD,Provider4,1.18296,1.18322,1000000,1000000
2020-11-17,08:06:39.074,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:39.777,EUR/USD,Provider1,1.183,1.18323,1000000,1000000
2020-11-17,08:06:39.781,EUR/USD,Provider4,1.18296,1.18322,1000000,1000000
2020-11-17,08:06:39.791,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:39.802,EUR/USD,Provider4,1.18296,1.18322,1000000,1000000
2020-11-17,08:06:39.813,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:39.824,EUR/USD,Provider4,1.18296,1.18322,1000000,1000000
2020-11-17,08:06:39.834,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:39.844,EUR/USD,Provider4,1.18296,1.18322,1000000,1000000
2020-11-17,08:06:39.854,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:39.865,EUR/USD,Provider4,1.18296,1.18322,1000000,1000000
2020-11-17,08:06:39.876,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:39.886,EUR/USD,Provider4,1.18296,1.18322,1000000,1000000
2020-11-17,08:06:39.897,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:39.908,EUR/USD,Provider4,1.18296,1.18322,1000000,1000000
2020-11-17,08:06:39.919,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:39.929,EUR/USD,Provider4,1.18296,1.18322,1000000,1000000
2020-11-17,08:06:39.939,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:39.950,EUR/USD,Provider4,1.18296,1.18322,1000000,1000000
2020-11-17,08:06:39.960,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:39.971,EUR/USD,Provider4,1.18296,1.18322,1000000,1000000
2020-11-17,08:06:39.982,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:39.992,EUR/USD,Provider4,1.18296,1.18322,1000000,1000000
2020-11-17,08:06:40.005,EUR/USD,Provider3,1.18297,1.18323,500000,500000
2020-11-17,08:06:40.067,EUR/USD,Provider1,1.18299,1.18323,1000000,1000000
2020-11-17,08:06:40.184,EUR/USD,Provider3,1.18298,1.18323,500000,500000
2020-11-17,08:06:41.966,EUR/USD,Provider4,1.18298,1.18323,1000000,1000000
2020-11-17,08:06:41.967,EUR/USD,Provider1,1.18299,1.18322,1000000,1000000
2020-11-17,08:06:41.976,EUR/USD,Provider2,1.183,1.18324,1000000,1000000
2020-11-17,08:06:41.996,EUR/USD,Provider1,1.18299,1.18321,1000000,1000000
2020-11-17,08:06:41.997,EUR/USD,Provider3,1.18298,1.18323,500000,500000
2020-11-17,08:06:42.001,EUR/USD,Provider4,1.18296,1.18321,1000000,1000000
2020-11-17,08:06:42.002,EUR/USD,Provider1,1.18298,1.18321,1000000,1000000
2020-11-17,08:06:42.022,EUR/USD,Provider1,1.18298,1.1832,1000000,1000000
2020-11-17,08:06:42.055,EUR/USD,Provider2,1.18297,1.18322,1000000,1000000
2020-11-17,08:06:42.062,EUR/USD,Provider1,1.18298,1.18321,1000000,1000000
2020-11-17,08:06:42.065,EUR/USD,Provider1,1.18299,1.18321,1000000,1000000
2020-11-17,08:06:42.067,EUR/USD,Provider3,1.18296,1.18321,500000,500000
2020-11-17,08:06:42.070,EUR/USD,Provider4,1.18297,1.18322,1000000,1000000
2020-11-17,08:06:42.075,EUR/USD,Provider3,1.18296,1.18321,500000,500000
2020-11-17,08:06:42.101,EUR/USD,Provider1,1.18298,1.18321,1000000,1000000
2020-11-17,08:06:42.113,EUR/USD,Provider1,1.18298,1.1832,1000000,1000000
2020-11-17,08:06:42.119,EUR/USD,Provider4,1.18296,1.18321,1000000,1000000
2020-11-17,08:06:42.145,EUR/USD,Provider3,1.18295,1.18321,500000,500000
2020-11-17,08:06:42.164,EUR/USD,Provider3,1.18296,1.18321,500000,500000
2020-11-17,08:06:42.172,EUR/USD,Provider2,1.18297,1.18321,1000000,1000000
2020-11-17,08:06:42.248,EUR/USD,Provider3,1.18295,1.18321,500000,500000
2020-11-17,08:06:42.572,EUR/USD,Provider4,1.18296,1.18321,1000000,1000000
2020-11-17,08:06:42.698,EUR/USD,Provider3,1.18296,1.18321,500000,500000
2020-11-17,08:06:42.743,EUR/USD,Provider4,1.18295,1.1832,1000000,1000000
2020-11-17,08:06:42.748,EUR/USD,Provider2,1.18296,1.18321,1000000,1000000
2020-11-17,08:06:42.760,EUR/USD,Provider3,1.18296,1.1832,500000,500000
2020-11-17,08:06:42.766,EUR/USD,Provider4,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:42.775,EUR/USD,Provider4,1.18294,1.18319,1000000,1000000
2020-11-17,08:06:42.781,EUR/USD,Provider4,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:42.788,EUR/USD,Provider3,1.18295,1.1832,500000,500000
2020-11-17,08:06:42.826,EUR/USD,Provider3,1.18294,1.18319,500000,500000
2020-11-17,08:06:42.850,EUR/USD,Provider4,1.18295,1.1832,1000000,1000000
2020-11-17,08:06:42.851,EUR/USD,Provider2,1.18295,1.1832,1000000,1000000
2020-11-17,08:06:42.860,EUR/USD,Provider2,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:42.861,EUR/USD,Provider3,1.18292,1.18317,500000,500000
2020-11-17,08:06:42.866,EUR/USD,Provider4,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:42.874,EUR/USD,Provider3,1.18293,1.18318,500000,500000
2020-11-17,08:06:42.875,EUR/USD,Provider4,1.18294,1.18319,1000000,1000000
2020-11-17,08:06:42.886,EUR/USD,Provider2,1.18295,1.1832,1000000,1000000
2020-11-17,08:06:42.895,EUR/USD,Provider3,1.18295,1.1832,500000,500000
2020-11-17,08:06:42.895,EUR/USD,Provider4,1.18295,1.1832,1000000,1000000
2020-11-17,08:06:42.917,EUR/USD,Provider4,1.18294,1.18319,1000000,1000000
2020-11-17,08:06:42.935,EUR/USD,Provider3,1.18294,1.18319,500000,500000
2020-11-17,08:06:42.954,EUR/USD,Provider2,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:42.955,EUR/USD,Provider3,1.18293,1.18318,500000,500000
2020-11-17,08:06:42.977,EUR/USD,Provider2,1.18295,1.18319,1000000,1000000
2020-11-17,08:06:42.978,EUR/USD,Provider4,1.18292,1.18317,1000000,1000000
2020-11-17,08:06:43.005,EUR/USD,Provider4,1.18294,1.18319,1000000,1000000
2020-11-17,08:06:43.023,EUR/USD,Provider3,1.18293,1.18319,500000,500000
2020-11-17,08:06:43.052,EUR/USD,Provider3,1.18294,1.18319,500000,500000
2020-11-17,08:06:43.074,EUR/USD,Provider3,1.18293,1.18319,500000,500000
2020-11-17,08:06:43.104,EUR/USD,Provider3,1.18294,1.18319,500000,500000
2020-11-17,08:06:43.114,EUR/USD,Provider3,1.18294,1.18319,500000,500000
2020-11-17,08:06:43.156,EUR/USD,Provider2,1.18295,1.1832,1000000,1000000
2020-11-17,08:06:43.442,EUR/USD,Provider1,1.18296,1.18318,1000000,1000000
2020-11-17,08:06:43.465,EUR/USD,Provider3,1.18294,1.18319,500000,500000
2020-11-17,08:06:43.503,EUR/USD,Provider4,1.18294,1.18319,1000000,1000000
2020-11-17,08:06:43.522,EUR/USD,Provider1,1.18295,1.18317,1000000,1000000
2020-11-17,08:06:43.526,EUR/USD,Provider4,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:43.530,EUR/USD,Provider4,1.18294,1.18319,1000000,1000000
2020-11-17,08:06:43.532,EUR/USD,Provider3,1.18293,1.18318,500000,500000
2020-11-17,08:06:43.534,EUR/USD,Provider2,1.18294,1.18319,1000000,1000000
2020-11-17,08:06:43.546,EUR/USD,Provider1,1.18295,1.18316,1000000,1000000
2020-11-17,08:06:43.553,EUR/USD,Provider3,1.18292,1.18317,500000,500000
2020-11-17,08:06:43.601,EUR/USD,Provider4,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:43.606,EUR/USD,Provider1,1.18295,1.18317,1000000,1000000
2020-11-17,08:06:43.611,EUR/USD,Provider3,1.18293,1.18318,500000,500000
2020-11-17,08:06:43.612,EUR/USD,Provider4,1.18291,1.18317,1000000,1000000
2020-11-17,08:06:43.655,EUR/USD,Provider4,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:43.656,EUR/USD,Provider1,1.18295,1.18316,1000000,1000000
2020-11-17,08:06:43.657,EUR/USD,Provider2,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:43.659,EUR/USD,Provider3,1.18293,1.18318,500000,500000
2020-11-17,08:06:43.678,EUR/USD,Provider4,1.18294,1.18319,1000000,1000000
2020-11-17,08:06:43.679,EUR/USD,Provider3,1.18292,1.18318,500000,500000
2020-11-17,08:06:43.701,EUR/USD,Provider3,1.18293,1.18318,500000,500000
2020-11-17,08:06:43.726,EUR/USD,Provider1,1.18296,1.18317,1000000,1000000
2020-11-17,08:06:43.728,EUR/USD,Provider1,1.18295,1.18317,1000000,1000000
2020-11-17,08:06:43.776,EUR/USD,Provider1,1.18295,1.18316,1000000,1000000
2020-11-17,08:06:43.785,EUR/USD,Provider4,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:43.786,EUR/USD,Provider1,1.18295,1.18317,1000000,1000000
2020-11-17,08:06:43.791,EUR/USD,Provider3,1.18292,1.18318,500000,500000
2020-11-17,08:06:43.819,EUR/USD,Provider3,1.18293,1.18318,500000,500000
2020-11-17,08:06:43.836,EUR/USD,Provider2,1.18294,1.18319,1000000,1000000
2020-11-17,08:06:43.995,EUR/USD,Provider4,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:44.099,EUR/USD,Provider1,1.18296,1.18317,1000000,1000000
2020-11-17,08:06:44.113,EUR/USD,Provider3,1.18294,1.18319,500000,500000
2020-11-17,08:06:44.152,EUR/USD,Provider2,1.18295,1.1832,1000000,1000000
2020-11-17,08:06:44.157,EUR/USD,Provider1,1.18297,1.18318,1000000,1000000
2020-11-17,08:06:44.159,EUR/USD,Provider3,1.18294,1.18319,500000,500000
2020-11-17,08:06:44.177,EUR/USD,Provider3,1.18294,1.18319,500000,500000
2020-11-17,08:06:44.226,EUR/USD,Provider4,1.18294,1.18319,1000000,1000000
2020-11-17,08:06:44.372,EUR/USD,Provider3,1.18294,1.18319,500000,500000
2020-11-17,08:06:44.726,EUR/USD,Provider4,1.18294,1.18319,1000000,1000000
2020-11-17,08:06:45.036,EUR/USD,Provider2,1.18293,1.1832,1000000,1000000
2020-11-17,08:06:46.792,EUR/USD,Provider2,1.18293,1.18319,1000000,1000000
2020-11-17,08:06:46.952,EUR/USD,Provider4,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:46.955,EUR/USD,Provider4,1.18291,1.18317,1000000,1000000
2020-11-17,08:06:46.996,EUR/USD,Provider1,1.18296,1.18318,1000000,1000000
2020-11-17,08:06:46.997,EUR/USD,Provider1,1.18295,1.18318,1000000,1000000
2020-11-17,08:06:46.998,EUR/USD,Provider1,1.18294,1.18318,1000000,1000000
2020-11-17,08:06:47.000,EUR/USD,Provider1,1.18295,1.18318,1000000,1000000
2020-11-17,08:06:47.019,EUR/USD,Provider3,1.18294,1.18319,500000,500000
2020-11-17,08:06:47.022,EUR/USD,Provider4,1.18293,1.18318,1000000,1000000
2020-11-17,08:06:47.023,EUR/USD,Provider4,1.18292,1.18317,1000000,1000000
2020-11-17,08:06:47.060,EUR/USD,Provider1,1.18296,1.18318,1000000,1000000
2020-11-17,08:06:47.118,EUR/USD,Provider3,1.18292,1.18318,500000,500000
2020-11-17,08:06:47.123,EUR/USD,Provider1,1.18295,1.18318,1000000,1000000
2020-11-17,08:06:47.190,EUR/USD,Provider4,1.18291,1.18317,1000000,1000000
2020-11-17,08:06:47.224,EUR/USD,Provider3,1.18293,1.18318,500000,500000
2020-11-17,08:06:47.235,EUR/USD,Provider1,1.18295,1.18316,1000000,1000000
2020-11-17,08:06:47.237,EUR/USD,Provider2,1.18292,1.18319,1000000,1000000
2020-11-17,08:06:47.241,EUR/USD,Provider3,1.18292,1.18318,500000,500000
2020-11-17,08:06:47.288,EUR/USD,Provider2,1.18291,1.18317,1000000,1000000
2020-11-17,08:06:47.289,EUR/USD,Provider3,1.1829,1.18318,500000,500000
2020-11-17,08:06:47.293,EUR/USD,Provider4,1.18292,1.18317,1000000,1000000
2020-11-17,08:06:47.309,EUR/USD,Provider3,1.18292,1.18318,500000,500000
2020-11-17,08:06:47.321,EUR/USD,Provider3,1.18291,1.18317,500000,500000
2020-11-17,08:06:47.351,EUR/USD,Provider3,1.18292,1.18317,500000,500000
2020-11-17,08:06:47.365,EUR/USD,Provider1,1.18295,1.18315,1000000,1000000
2020-11-17,08:06:47.369,EUR/USD,Provider1,1.18294,1.18315,1000000,1000000
2020-11-17,08:06:47.394,EUR/USD,Provider3,1.18292,1.18317,500000,500000
2020-11-17,08:06:47.411,EUR/USD,Provider3,1.18292,1.18317,500000,500000
2020-11-17,08:06:47.429,EUR/USD,Provider3,1.18291,1.18317,500000,500000
2020-11-17,08:06:47.431,EUR/USD,Provider4,1.18291,1.18316,1000000,1000000
2020-11-17,08:06:47.432,EUR/USD,Provider2,1.1829,1.18317,1000000,1000000
2020-11-17,08:06:47.440,EUR/USD,Provider3,1.18291,1.18316,500000,500000
2020-11-17,08:06:47.455,EUR/USD,Provider1,1.18293,1.18315,1000000,1000000
2020-11-17,08:06:47.510,EUR/USD,Provider2,1.1829,1.18316,1000000,1000000
2020-11-17,08:06:47.575,EUR/USD,Provider4,1.1829,1.18315,1000000,1000000
2020-11-17,08:06:47.848,EUR/USD,Provider1,1.18294,1.18315,1000000,1000000
2020-11-17,08:06:47.858,EUR/USD,Provider2,1.1829,1.18317,1000000,1000000
2020-11-17,08:06:48.028,EUR/USD,Provider2,1.1829,1.18316,1000000,1000000
2020-11-17,08:06:48.702,EUR/USD,Provider2,1.1829,1.18317,1000000,1000000
2020-11-17,08:06:48.933,EUR/USD,Provider3,1.1829,1.18315,500000,500000
2020-11-17,08:06:49.036,EUR/USD,Provider3,1.1829,1.18316,500000,500000
2020-11-17,08:06:49.131,EUR/USD,Provider4,1.18291,1.18316,1000000,1000000
2020-11-17,08:06:49.131,EUR/USD,Provider2,1.18291,1.18317,1000000,1000000
2020-11-17,08:06:49.589,EUR/USD,Provider3,1.18291,1.18316,500000,500000
2020-11-17,08:06:49.631,EUR/USD,Provider4,1.18291,1.18316,1000000,1000000
2020-11-17,08:06:49.965,EUR/USD,Provider3,1.1829,1.18316,500000,500000
2020-11-17,08:06:50.629,EUR/USD,Provider3,1.18291,1.18316,500000,500000
2020-11-17,08:06:50.769,EUR/USD,Provider1,1.18293,1.18315,1000000,1000000
2020-11-17,08:06:50.791,EUR/USD,Provider4,1.1829,1.18315,1000000,1000000
2020-11-17,08:06:50.795,EUR/USD,Provider1,1.18292,1.18315,1000000,1000000
2020-11-17,08:06:50.803,EUR/USD,Provider2,1.1829,1.18317,1000000,1000000
2020-11-17,08:06:50.805,EUR/USD,Provider1,1.18291,1.18315,1000000,1000000
2020-11-17,08:06:50.806,EUR/USD,Provider3,1.18289,1.18315,500000,500000
2020-11-17,08:06:50.806,EUR/USD,Provider4,1.18288,1.18313,1000000,1000000
2020-11-17,08:06:50.808,EUR/USD,Provider3,1.1829,1.18315,500000,500000
2020-11-17,08:06:50.820,EUR/USD,Provider2,1.18289,1.18315,1000000,1000000
2020-11-17,08:06:50.821,EUR/USD,Provider1,1.18292,1.18315,1000000,1000000
2020-11-17,08:06:50.855,EUR/USD,Provider3,1.18289,1.18314,500000,500000
2020-11-17,08:06:50.856,EUR/USD,Provider1,1.1829,1.18312,1000000,1000000
2020-11-17,08:06:50.866,EUR/USD,Provider2,1.18288,1.18314,1000000,1000000
2020-11-17,08:06:50.867,EUR/USD,Provider3,1.18288,1.18313,500000,500000
2020-11-17,08:06:50.887,EUR/USD,Provider1,1.18292,1.18312,1000000,1000000
2020-11-17,08:06:50.892,EUR/USD,Provider1,1.18292,1.18313,1000000,1000000
2020-11-17,08:06:50.896,EUR/USD,Provider3,1.18289,1.18314,500000,500000
2020-11-17,08:06:50.926,EUR/USD,Provider4,1.18289,1.18314,1000000,1000000
2020-11-17,08:06:51.009,EUR/USD,Provider1,1.18291,1.18313,1000000,1000000
2020-11-17,08:06:51.055,EUR/USD,Provider4,1.18288,1.18313,1000000,1000000
2020-11-17,08:06:51.058,EUR/USD,Provider3,1.18288,1.18313,500000,500000
2020-11-17,08:06:51.061,EUR/USD,Provider1,1.1829,1.18313,1000000,1000000
2020-11-17,08:06:51.119,EUR/USD,Provider4,1.18289,1.18314,1000000,1000000
2020-11-17,08:06:51.144,EUR/USD,Provider4,1.18288,1.18313,1000000,1000000
2020-11-17,08:06:51.149,EUR/USD,Provider3,1.18287,1.18313,500000,500000
2020-11-17,08:06:51.166,EUR/USD,Provider2,1.18287,1.18314,1000000,1000000
2020-11-17,08:06:51.172,EUR/USD,Provider3,1.18288,1.18313,500000,500000
2020-11-17,08:06:51.276,EUR/USD,Provider3,1.18287,1.18312,500000,500000
2020-11-17,08:06:51.278,EUR/USD,Provider3,1.18287,1.18312,500000,500000
2020-11-17,08:06:51.304,EUR/USD,Provider4,1.18289,1.18314,1000000,1000000
2020-11-17,08:06:51.332,EUR/USD,Provider4,1.18288,1.18313,1000000,1000000
2020-11-17,08:06:51.345,EUR/USD,Provider4,1.18287,1.18312,1000000,1000000
2020-11-17,08:06:51.348,EUR/USD,Provider4,1.18286,1.18311,1000000,1000000
2020-11-17,08:06:51.409,EUR/USD,Provider2,1.18287,1.18313,1000000,1000000
2020-11-17,08:06:51.446,EUR/USD,Provider4,1.18287,1.18312,1000000,1000000
2020-11-17,08:06:51.450,EUR/USD,Provider4,1.18286,1.18311,1000000,1000000
2020-11-17,08:06:51.789,EUR/USD,Provider1,1.1829,1.18311,1000000,1000000
2020-11-17,08:06:51.910,EUR/USD,Provider4,1.18286,1.18311,1000000,1000000
2020-11-17,08:06:51.911,EUR/USD,Provider3,1.18287,1.18311,500000,500000
2020-11-17,08:06:51.911,EUR/USD,Provider1,1.1829,1.1831,1000000,1000000
2020-11-17,08:06:51.928,EUR/USD,Provider3,1.18287,1.18312,500000,500000
2020-11-17,08:06:51.938,EUR/USD,Provider1,1.1829,1.18311,1000000,1000000
2020-11-17,08:06:51.947,EUR/USD,Provider3,1.18287,1.18312,500000,500000
2020-11-17,08:06:51.971,EUR/USD,Provider1,1.1829,1.1831,1000000,1000000
2020-11-17,08:06:51.971,EUR/USD,Provider3,1.18287,1.18312,500000,500000
2020-11-17,08:06:52.021,EUR/USD,Provider1,1.1829,1.18311,1000000,1000000
2020-11-17,08:06:52.190,EUR/USD,Provider4,1.18287,1.18312,1000000,1000000
2020-11-17,08:06:52.299,EUR/USD,Provider3,1.18287,1.18312,500000,500000
2020-11-17,08:06:52.537,EUR/USD,Provider3,1.18287,1.18313,500000,500000
2020-11-17,08:06:52.556,EUR/USD,Provider3,1.18287,1.18312,500000,500000
2020-11-17,08:06:52.625,EUR/USD,Provider4,1.18286,1.18311,1000000,1000000
2020-11-17,08:06:52.630,EUR/USD,Provider3,1.18287,1.18312,500000,500000
2020-11-17,08:06:52.636,EUR/USD,Provider2,1.18286,1.18313,1000000,1000000
2020-11-17,08:06:52.690,EUR/USD,Provider3,1.18286,1.18311,500000,500000
2020-11-17,08:06:52.816,EUR/USD,Provider2,1.18287,1.18313,1000000,1000000
2020-11-17,08:06:52.922,EUR/USD,Provider4,1.18285,1.18311,1000000,1000000
2020-11-17,08:06:52.924,EUR/USD,Provider4,1.18286,1.18311,1000000,1000000
2020-11-17,08:06:53.074,EUR/USD,Provider3,1.18286,1.18312,500000,500000
2020-11-17,08:06:53.402,EUR/USD,Provider3,1.18286,1.18311,500000,500000
2020-11-17,08:06:53.458,EUR/USD,Provider4,1.18286,1.18311,1000000,1000000
2020-11-17,08:06:53.460,EUR/USD,Provider4,1.18284,1.18309,1000000,1000000
2020-11-17,08:06:53.463,EUR/USD,Provider2,1.18285,1.18312,1000000,1000000
2020-11-17,08:06:53.463,EUR/USD,Provider3,1.18286,1.1831,500000,500000
2020-11-17,08:06:53.468,EUR/USD,Provider4,1.18285,1.1831,1000000,1000000
2020-11-17,08:06:53.477,EUR/USD,Provider4,1.18283,1.18308,1000000,1000000
2020-11-17,08:06:53.507,EUR/USD,Provider4,1.18285,1.1831,1000000,1000000
2020-11-17,08:06:53.510,EUR/USD,Provider3,1.18284,1.18309,500000,500000
2020-11-17,08:06:53.524,EUR/USD,Provider2,1.18283,1.18309,1000000,1000000
2020-11-17,08:06:53.525,EUR/USD,Provider4,1.18282,1.18307,1000000,1000000
2020-11-17,08:06:53.526,EUR/USD,Provider4,1.18283,1.18308,1000000,1000000
2020-11-17,08:06:53.532,EUR/USD,Provider3,1.18283,1.18309,500000,500000
2020-11-17,08:06:53.549,EUR/USD,Provider3,1.18284,1.18309,500000,500000
2020-11-17,08:06:53.562,EUR/USD,Provider2,1.18282,1.18308,1000000,1000000
2020-11-17,08:06:53.572,EUR/USD,Provider3,1.18284,1.1831,500000,500000
2020-11-17,08:06:53.578,EUR/USD,Provider2,1.18283,1.18309,1000000,1000000
2020-11-17,08:06:53.599,EUR/USD,Provider3,1.18283,1.18309,500000,500000
2020-11-17,08:06:53.607,EUR/USD,Provider3,1.18283,1.18308,500000,500000
